DWA_ID,pct,global_2026_pct,pct_automation,pct_augmentation,pct_other,Task_Name,IWA_ID_dup,AIOE,i.Task_Name,DWA_ID_dup,V1,V2,V3,action,percent_pct,percent_pct_2026,percent_V1,percent_aioe,Community,Nonprofit
4.A.1.b.3.I01.D16,0.00164332461001853,0.00210642081409839,0,0,0.00164332461001853,Measure materials or objects for installation or assembly.,4.A.1.b.3.I01.D16,5.40962489332092,Measure materials or objects for installation or assembly.,4.A.1.b.3.I01.D16,3.6082,Measure materials or objects for installation or assembly.,4.A.1.b.3.I01.D16,Measure,0.0380868024800709,0.203720106288751,0.605845881310895,0.00442869796279894,Not Community,Others
4.A.1.b.3.I02.D02,0.0444724722586264,0.032926683251959,0.0140709669732837,0.0207469732014839,0.00965453208385885,Estimate construction project costs.,4.A.1.b.3.I02.D02,5.61208376059785,Estimate construction project costs.,4.A.1.b.3.I02.D02,3.60566666666667,Estimate construction project costs.,4.A.1.b.3.I02.D02,Estimate,0.715677590788308,0.674933569530558,0.604074402125775,0.0345438441098317,Not Community,Others
4.A.1.b.3.I02.D04,0.0425210242842294,0.0437913800825717,0.0145845059139144,0.0180765707102038,0.00985994766011117,Estimate operational costs.,4.A.1.b.3.I02.D04,6.39787566341499,Estimate operational costs.,4.A.1.b.3.I02.D04,3.70943181818182,Estimate operational costs.,4.A.1.b.3.I02.D04,Estimate,0.705934455270151,0.723649247121346,0.733392382639504,0.547387068201949,Not Community,Others
4.A.1.b.3.I02.D06,0.0095518242957327,0.00166296380060399,0.00246498691502779,0.00359477258441553,0.00349206479628937,Estimate costs for projects or productions.,4.A.1.b.3.I02.D06,6.24839775393952,Estimate costs for projects or productions.,4.A.1.b.3.I02.D06,3.415,Estimate costs for projects or productions.,4.A.1.b.3.I02.D06,Estimate,0.370239149689991,0.174490699734278,0.337466784765279,0.365810451727192,Not Community,Others
4.A.1.b.3.I02.D07,0.00431372710129864,0.00232814932084558,0,0.00154061682189237,0.00277311027940627,Estimate costs for labor or materials.,4.A.1.b.3.I02.D07,5.71019652810837,Estimate costs for labor or materials.,4.A.1.b.3.I02.D07,3.66340909090909,Estimate costs for labor or materials.,4.A.1.b.3.I02.D07,Estimate,0.216120460584588,0.225863596102746,0.674047829937998,0.0912311780336581,Not Community,Others
4.A.1.b.3.I03.D01,0.0819608149246741,0.0835916470436938,0.0370775115135431,0.0202334342608531,0.0246498691502779,Calculate financial data.,4.A.1.b.3.I03.D01,6.49069885595231,Calculate financial data.,4.A.1.b.3.I03.D01,3.58239130434783,Calculate financial data.,4.A.1.b.3.I03.D01,Calculate,0.806908768821966,0.817537643932684,0.577502214348981,0.698848538529672,Not Community,Others
4.A.1.b.3.I03.D03,0.00328664922003706,0,0.00154061682189237,0,0.00174603239814469,Calculate tax information.,4.A.1.b.3.I03.D03,6.6150152593337,Calculate tax information.,4.A.1.b.3.I03.D03,3.90111111111111,Calculate tax information.,4.A.1.b.3.I03.D03,Calculate,0.169176262178919,0.163861824623561,0.883082373782108,0.918511957484499,Not Community,Others
4.A.1.b.3.I03.D04,0.0510457706987006,0.0434587873224509,0.0216713432946193,0.0274229794296842,0.001951447974397,Compute debt repayment schedules.,4.A.1.b.3.I03.D04,6.65715349513604,Compute debt repayment schedules.,4.A.1.b.3.I03.D04,3.545,Compute debt repayment schedules.,4.A.1.b.3.I03.D04,Compute,0.740478299379982,0.722763507528787,0.526129317980514,0.966341895482728,Not Community,Others
4.A.1.b.3.I04.D02,0.0204388498371054,0,0.00380018816066785,0.0138655513970313,0.00277311027940627,Measure work site dimensions.,4.A.1.b.3.I04.D02,5.5794341407402,Measure work site dimensions.,4.A.1.b.3.I04.D02,3.5682,Measure work site dimensions.,4.A.1.b.3.I04.D02,Measure,0.574844995571302,0.163861824623561,0.557130203720106,0.0221434898139947,Not Community,Others
4.A.1.b.3.I04.D04,0.00996265544823733,0.00920173303000874,0.00174603239814469,0.00688142180445259,0.00133520124564005,Survey land or bodies of water to measure or determine features.,4.A.1.b.3.I04.D04,6.02710414389007,Survey land or bodies of water to measure or determine features.,4.A.1.b.3.I04.D04,3.96346153846154,Survey land or bodies of water to measure or determine features.,4.A.1.b.3.I04.D04,Survey,0.388839681133747,0.435783879539415,0.901682905225864,0.230292294065545,Not Community,Others
4.A.2.a.1.I01.D03,0.0132493046682744,0.0259422352894222,0.00308123364378474,0.00934640871948038,0.000821662305009264,Evaluate characteristics of individuals to determine needs or eligibility.,4.A.2.a.1.I01.D03,6.40138852781041,Evaluate characteristics of individuals to determine needs or eligibility.,4.A.2.a.1.I01.D03,3.2665,Evaluate characteristics of individuals to determine needs or eligibility.,4.A.2.a.1.I01.D03,Evaluate,0.45969884853853,0.630646589902569,0.186891054030115,0.551815766164748,Community,Nonprofit
4.A.2.a.1.I02.D01,0.0902801457628929,0.110088203599984,0.0336881545053798,0.0361531414204076,0.0204388498371054,Evaluate program effectiveness.,4.A.2.a.1.I02.D01,6.47644579613642,Evaluate program effectiveness.,4.A.2.a.1.I02.D01,3.23461538461538,Evaluate program effectiveness.,4.A.2.a.1.I02.D01,Evaluate,0.822852081488043,0.854738706820195,0.161204605845881,0.682019486271036,Community,Nonprofit
4.A.2.a.1.I02.D03,0.0231092523283856,0.055321262433426,0.00698412959257875,0.0153034604307975,0.000821662305009264,Measure effectiveness of business strategies or practices.,4.A.2.a.1.I02.D03,6.63792381435293,Measure effectiveness of business strategies or practices.,4.A.2.a.1.I02.D03,3.275,Measure effectiveness of business strategies or practices.,4.A.2.a.1.I02.D03,Measure,0.595217006200177,0.762621789193977,0.193976970770593,0.946855624446413,Not Community,Others
4.A.2.a.1.I02.D04,0.244855366892761,0.0599775610751172,0.100859047939887,0.129206397462707,0.0147899214901668,Evaluate effectiveness of personnel policies or practices.,4.A.2.a.1.I02.D04,6.65800968870763,Evaluate effectiveness of personnel policies or practices.,4.A.2.a.1.I02.D04,3.22666666666667,Evaluate effectiveness of personnel policies or practices.,4.A.2.a.1.I02.D04,Evaluate,0.91585473870682,0.780336581045173,0.155004428697963,0.970770593445527,Not Community,Others
4.A.2.a.1.I02.D05,0.447600540653797,0.191795158336327,0.146974844808532,0.279878722643781,0.0207469732014839,Evaluate effectiveness of educational programs.,4.A.2.a.1.I02.D05,6.58671787153129,Evaluate effectiveness of educational programs.,4.A.2.a.1.I02.D05,3.09869047619048,Evaluate effectiveness of educational programs.,4.A.2.a.1.I02.D05,Evaluate,0.95925597874225,0.902568644818423,0.0726306465899026,0.880425155004429,Not Community,Others
4.A.2.a.1.I02.D06,0.0228011289640071,0.0139688959250735,0.00790849968571417,0.00698412959257875,0.00790849968571417,"Evaluate training programs, instructors, or materials.",4.A.2.a.1.I02.D06,6.54103614327783,"Evaluate training programs, instructors, or materials.",4.A.2.a.1.I02.D06,3.02272727272727,"Evaluate training programs, instructors, or materials.",4.A.2.a.1.I02.D06,Evaluate,0.591674047829938,0.510186005314438,0.0407440212577502,0.794508414526129,Community,Nonprofit
4.A.2.a.1.I02.D07,0.00770308410946185,0.00498889140181197,0,0,0.00770308410946185,Evaluate civic projects or public policies.,4.A.2.a.1.I02.D07,6.58630233980898,Evaluate civic projects or public policies.,4.A.2.a.1.I02.D07,3.082,Evaluate civic projects or public policies.,4.A.2.a.1.I02.D07,Evaluate,0.328609388839681,0.325066430469442,0.0646589902568645,0.878653675819309,Not Community,Others
4.A.2.a.1.I03.D01,0.0160224149476807,0.00753876922940475,0.00369748037254169,0.0044164348894248,0.00790849968571417,Assess educational needs of students.,4.A.2.a.1.I03.D01,6.33854728751861,Assess educational needs of students.,4.A.2.a.1.I03.D01,3.07760869565217,Assess educational needs of students.,4.A.2.a.1.I03.D01,Assess,0.510186005314438,0.391496899911426,0.0628875110717449,0.455270150575731,Not Community,Others
4.A.2.a.1.I03.D02,0.198328738871611,0.248668520316983,0.115340846065675,0.0624463351807041,0.0205415576252316,Administer tests to assess educational needs or progress.,4.A.2.a.1.I03.D02,6.52150986589034,Administer tests to assess educational needs or progress.,4.A.2.a.1.I03.D02,3.10463302752293,Administer tests to assess educational needs or progress.,4.A.2.a.1.I03.D02,Administer,0.904340124003543,0.925597874224978,0.0779450841452613,0.756421612046059,Not Community,Others
4.A.2.a.1.I03.D03,0.147899214901668,0.217072208105507,0.0880205744241174,0.0445751800467526,0.0153034604307975,Prepare tests.,4.A.2.a.1.I03.D03,6.55404718854332,Prepare tests.,4.A.2.a.1.I03.D03,3.12077777777778,Prepare tests.,4.A.2.a.1.I03.D03,Prepare,0.884853852967228,0.908768821966342,0.101860053144376,0.822852081488043,Not Community,Others
4.A.2.a.1.I03.D04,0.854426089421509,0.627602538347945,0.388543562481256,0.418945067766599,0.0469374591736542,Evaluate student work.,4.A.2.a.1.I03.D04,6.53748160793028,Evaluate student work.,4.A.2.a.1.I03.D04,3.10927135678392,Evaluate student work.,4.A.2.a.1.I03.D04,Evaluate,0.982285208148804,0.971656333038087,0.0850310008857396,0.785651018600531,Not Community,Others
4.A.2.a.1.I04.D01,0.00667600622820027,0.00665185520241595,0.00174603239814469,0,0.00492997383005559,Evaluate performance of educational staff.,4.A.2.a.1.I04.D01,6.49359848795411,Evaluate performance of educational staff.,4.A.2.a.1.I04.D01,3.0303125,Evaluate performance of educational staff.,4.A.2.a.1.I04.D01,Evaluate,0.304694419840567,0.377325066430469,0.04162976085031,0.703277236492471,Not Community,Others
4.A.2.a.1.I04.D02,0.00174603239814469,0,0,0,0.00174603239814469,Evaluate current or prospective maintenance employees.,4.A.2.a.1.I04.D02,5.77528842260789,Evaluate current or prospective maintenance employees.,4.A.2.a.1.I04.D02,3.33,Evaluate current or prospective maintenance employees.,4.A.2.a.1.I04.D02,Evaluate,0.0531443755535872,0.163861824623561,0.247121346324181,0.128432240921169,Not Community,Others
4.A.2.a.1.I04.D03,0.00246498691502779,0.00232814932084558,0,0,0.00246498691502779,Evaluate skills of athletes or performers.,4.A.2.a.1.I04.D03,5.81238730805013,Evaluate skills of athletes or performers.,4.A.2.a.1.I04.D03,3.14384615384615,Evaluate skills of athletes or performers.,4.A.2.a.1.I04.D03,Evaluate,0.122232063773251,0.225863596102746,0.112488928255093,0.143489813994686,Not Community,Others
4.A.2.a.1.I04.D04,0.0196171875320962,0.00920173303000874,0.00564892834693869,0.0051353894063079,0.00883286977884959,Evaluate employee performance.,4.A.2.a.1.I04.D04,6.32959178431578,Evaluate employee performance.,4.A.2.a.1.I04.D04,3.50982142857143,Evaluate employee performance.,4.A.2.a.1.I04.D04,Evaluate,0.565101860053144,0.431355181576616,0.463241806908769,0.442869796279894,Community,Nonprofit
4.A.2.a.1.I05.D03,0.00749766853320954,0.00288247058771358,0.00164332461001853,0.00184874018627084,0.00400560373692016,Evaluate quality of materials or products.,4.A.2.a.1.I05.D03,6.06150034851228,Evaluate quality of materials or products.,4.A.2.a.1.I05.D03,3.69309523809524,Evaluate quality of materials or products.,4.A.2.a.1.I05.D03,Evaluate,0.324180690876882,0.260407440212578,0.711248892825509,0.240921169176262,Not Community,Others
4.A.2.a.1.I05.D04,0.00184874018627084,0,0,0,0.00184874018627084,Evaluate quality of food ingredients or prepared foods.,4.A.2.a.1.I05.D04,5.8339583420268,Evaluate quality of food ingredients or prepared foods.,4.A.2.a.1.I05.D04,3.68625,Evaluate quality of food ingredients or prepared foods.,4.A.2.a.1.I05.D04,Evaluate,0.0637732506643047,0.163861824623561,0.700620017714792,0.155004428697963,Not Community,Others
4.A.2.a.1.I06.D02,0.00677871401632643,0.0250553212624334,0.00246498691502779,0.00205415576252316,0.00225957133877548,"Evaluate patient functioning, capabilities, or health.",4.A.2.a.1.I06.D02,6.15754316266794,"Evaluate patient functioning, capabilities, or health.",4.A.2.a.1.I06.D02,3.97741379310345,"Evaluate patient functioning, capabilities, or health.",4.A.2.a.1.I06.D02,Evaluate,0.306465899025686,0.620903454384411,0.906997342781222,0.296722763507529,Not Community,Others
4.A.2.a.1.I06.D03,0.0104761943888681,0.00576494117542716,0.00184874018627084,0.00585434392319101,0.00277311027940627,Evaluate patient outcomes to determine effectiveness of treatments.,4.A.2.a.1.I06.D03,6.05854090234458,Evaluate patient outcomes to determine effectiveness of treatments.,4.A.2.a.1.I06.D03,3.56714285714286,Evaluate patient outcomes to determine effectiveness of treatments.,4.A.2.a.1.I06.D03,Evaluate,0.400354295837024,0.352524357838795,0.556244464127547,0.238263950398583,Not Community,Others
4.A.2.a.1.I06.D04,0.0114005644820035,0,0.00256769470315395,0.00688142180445259,0.001951447974397,Evaluate treatment options to guide medical decisions.,4.A.2.a.1.I06.D04,6.30720181067708,Evaluate treatment options to guide medical decisions.,4.A.2.a.1.I06.D04,3.78555555555556,Evaluate treatment options to guide medical decisions.,4.A.2.a.1.I06.D04,Evaluate,0.422497785651019,0.163861824623561,0.816651904340124,0.423383525243578,Not Community,Others
4.A.2.a.1.I06.D05,0.00215686355064932,0.0341461900390686,0,0,0.00215686355064932,Assess skin or hair conditions.,4.A.2.a.1.I06.D05,5.85702173647081,Assess skin or hair conditions.,4.A.2.a.1.I06.D05,3.11222222222222,Assess skin or hair conditions.,4.A.2.a.1.I06.D05,Assess,0.0965456155890168,0.680248007085917,0.087688219663419,0.16474756421612,Not Community,Others
4.A.2.a.1.I07.D01,0.0233146679046379,0.0164079094992927,0.0112978566938774,0.0100653632363635,0.001951447974397,"Assess the cost effectiveness of products, projects, or services.",4.A.2.a.1.I07.D01,6.46210440918539,"Assess the cost effectiveness of products, projects, or services.",4.A.2.a.1.I07.D01,3.1175,"Assess the cost effectiveness of products, projects, or services.",4.A.2.a.1.I07.D01,Assess,0.596988485385297,0.535872453498671,0.0938883968113375,0.652790079716563,Not Community,Others
4.A.2.a.1.I07.D02,0.00647059065194796,0.00254987782759278,0,0.00256769470315395,0.00390289594879401,Evaluate new technologies or methods.,4.A.2.a.1.I07.D02,6.33502951020056,Evaluate new technologies or methods.,4.A.2.a.1.I07.D02,3.53888888888889,Evaluate new technologies or methods.,4.A.2.a.1.I07.D02,Evaluate,0.297608503100089,0.240921169176262,0.517271922054916,0.449955713020372,Not Community,Others
4.A.2.a.1.I07.D03,0.00390289594879401,0,0,0.00164332461001853,0.00225957133877548,"Evaluate potential of products, technologies, or resources.",4.A.2.a.1.I07.D03,6.44953978081392,"Evaluate potential of products, technologies, or resources.",4.A.2.a.1.I07.D03,3.6525,"Evaluate potential of products, technologies, or resources.",4.A.2.a.1.I07.D03,Evaluate,0.197519929140833,0.163861824623561,0.662533215234721,0.639503985828167,Not Community,Others
4.A.2.a.1.I07.D04,0.00154061682189237,0,0,0,0.00154061682189237,Evaluate the characteristics of green technologies.,4.A.2.a.1.I07.D04,6.31983952092437,Evaluate the characteristics of green technologies.,4.A.2.a.1.I07.D04,3.433,Evaluate the characteristics of green technologies.,4.A.2.a.1.I07.D04,Evaluate,0.0150575730735164,0.163861824623561,0.361381753764393,0.436669619131975,Not Community,Others
4.A.2.a.1.I07.D06,0.504911486428193,0.6252743890271,0.245574321409644,0.247731184960293,0.0116059800582559,Assess database performance.,4.A.2.a.1.I07.D06,6.58579219487933,Assess database performance.,4.A.2.a.1.I07.D06,3.564,Assess database performance.,4.A.2.a.1.I07.D06,Assess,0.966341895482728,0.970770593445527,0.552701505757307,0.877767936226749,Not Community,Others
4.A.2.a.1.I07.D07,0.0108870255413728,0.00277160633433998,0,0.00267040249128011,0.00821662305009264,Evaluate characteristics of equipment or systems.,4.A.2.a.1.I07.D07,6.38158821811618,Evaluate characteristics of equipment or systems.,4.A.2.a.1.I07.D07,3.80944444444444,Evaluate characteristics of equipment or systems.,4.A.2.a.1.I07.D07,Evaluate,0.410097431355182,0.255093002657219,0.836138175376439,0.518157661647476,Not Community,Others
4.A.2.a.1.I07.D08,0.3325678179525,0.809974235147516,0.0966480286267147,0.217740510827455,0.01817927849833,Evaluate utility of software or hardware technologies.,4.A.2.a.1.I07.D08,6.53141550124621,Evaluate utility of software or hardware technologies.,4.A.2.a.1.I07.D08,3.53821428571429,Evaluate utility of software or hardware technologies.,4.A.2.a.1.I07.D08,Evaluate,0.939769707705934,0.977856510186005,0.516386182462356,0.775022143489814,Not Community,Others
4.A.2.a.1.I08.D01,0.128179319581445,0.234256167378415,0.027320271641558,0.089047652305379,0.0118113956345082,Evaluate scholarly materials.,4.A.2.a.1.I08.D01,6.58658017624005,Evaluate scholarly materials.,4.A.2.a.1.I08.D01,3.11857142857143,Evaluate scholarly materials.,4.A.2.a.1.I08.D01,Evaluate,0.870682019486271,0.91762621789194,0.0983170947741364,0.879539415411869,Not Community,Others
4.A.2.a.1.I09.D02,0.0517647252155837,0.185143303133911,0.0104761943888681,0.0311204598022259,0.0101680710244896,Assess financial status of clients.,4.A.2.a.1.I09.D02,6.65792390111229,Assess financial status of clients.,4.A.2.a.1.I09.D02,3.52833333333333,Assess financial status of clients.,4.A.2.a.1.I09.D02,Assess,0.742249778565102,0.898139946855624,0.49955713020372,0.968113374667848,Not Community,Others
4.A.2.a.1.I09.D03,0.022082174447124,0.0416849592684733,0.00492997383005559,0.00605975949944333,0.0110924411176251,Appraise property values.,4.A.2.a.1.I09.D03,6.44790328620826,Appraise property values.,4.A.2.a.1.I09.D03,3.40267857142857,Appraise property values.,4.A.2.a.1.I09.D03,Appraise,0.58547387068202,0.712134632418069,0.320637732506643,0.637732506643047,Not Community,Others
4.A.2.a.1.I10.D01,0.00554622055881253,0,0,0.00154061682189237,0.00400560373692016,Evaluate project designs to determine adequacy or feasibility.,4.A.2.a.1.I10.D01,6.47343543369342,Evaluate project designs to determine adequacy or feasibility.,4.A.2.a.1.I10.D01,3.60555555555556,Evaluate project designs to determine adequacy or feasibility.,4.A.2.a.1.I10.D01,Evaluate,0.263950398582817,0.163861824623561,0.603188662533215,0.677590788308237,Not Community,Others
4.A.2.a.1.I10.D02,0.00328664922003706,0.0120842036177223,0,0,0.00328664922003706,Analyze data to determine project feasibility.,4.A.2.a.1.I10.D02,6.47268207148769,Analyze data to determine project feasibility.,4.A.2.a.1.I10.D02,3.4225,Analyze data to determine project feasibility.,4.A.2.a.1.I10.D02,Analyze,0.169176262178919,0.482728077945084,0.344552701505757,0.675819309123118,Not Community,Others
4.A.2.a.2.I01.D01,0.00616246728756948,0.00920173303000874,0,0.0031839414319109,0.00297852585565858,Verify accuracy of records.,4.A.2.a.2.I01.D01,6.54858389774975,Verify accuracy of records.,4.A.2.a.2.I01.D01,3.5354347826087,Verify accuracy of records.,4.A.2.a.2.I01.D01,Verify,0.286093888396811,0.435783879539415,0.512843224092117,0.814880425155005,Not Community,Others
4.A.2.a.2.I01.D02,0.00267040249128011,0,0,0,0.00267040249128011,Verify information or specifications.,4.A.2.a.2.I01.D02,5.6716290721044,Verify information or specifications.,4.A.2.a.2.I01.D02,3.82357142857143,Verify information or specifications.,4.A.2.a.2.I01.D02,Verify,0.135518157661648,0.163861824623561,0.843224092116918,0.0611160318866253,Not Community,Others
4.A.2.a.2.I01.D04,0.00246498691502779,0.00243901357421918,0,0,0.00246498691502779,Review accuracy of sales or other transactions.,4.A.2.a.2.I01.D04,6.49613751453992,Review accuracy of sales or other transactions.,4.A.2.a.2.I01.D04,3.82615384615385,Review accuracy of sales or other transactions.,4.A.2.a.2.I01.D04,Review,0.122232063773251,0.234720992028344,0.846767050487157,0.70770593445527,Not Community,Others
4.A.2.a.2.I01.D05,0.0497105694530605,0.0363634751065406,0.0184874018627084,0.0278338105821888,0.00338935700816321,Verify accuracy of financial information.,4.A.2.a.2.I01.D05,6.60626277886396,Verify accuracy of financial information.,4.A.2.a.2.I01.D05,3.52,Verify accuracy of financial information.,4.A.2.a.2.I01.D05,Verify,0.737821080602303,0.692648361381754,0.481842338352524,0.907883082373782,Not Community,Others
4.A.2.a.2.I01.D06,0.472866656532832,0.131041547487594,0.146050474715397,0.294155105193317,0.0326610766241183,Evaluate data quality.,4.A.2.a.2.I01.D06,6.66926094627323,Evaluate data quality.,4.A.2.a.2.I01.D06,3.47928571428572,Evaluate data quality.,4.A.2.a.2.I01.D06,Evaluate,0.961913197519929,0.870682019486271,0.424269264836138,0.984942426926484,Not Community,Others
4.A.2.a.2.I01.D07,0.0228011289640071,0.00975605429687673,0.00451914267755095,0.0154061682189237,0.00287581806753243,Verify accuracy of data.,4.A.2.a.2.I01.D07,6.38187567611577,Verify accuracy of data.,4.A.2.a.2.I01.D07,3.51076923076923,Verify accuracy of data.,4.A.2.a.2.I01.D07,Verify,0.593445527015058,0.448184233835252,0.466784765279008,0.520814880425155,Not Community,Others
4.A.2.a.2.I01.D08,0.0119141034226343,0.0391350814408805,0.00431372710129864,0,0.0076003763213357,Check data for recording errors.,4.A.2.a.2.I01.D08,6.54120341074443,Check data for recording errors.,4.A.2.a.2.I01.D08,3.4759375,Check data for recording errors.,4.A.2.a.2.I01.D08,Check,0.434898139946856,0.70682019486271,0.41718334809566,0.795394154118689,Not Community,Others
4.A.2.a.2.I01.D09,0.0228011289640071,0.0283812488636414,0.0031839414319109,0.00688142180445259,0.0127357657276436,Verify accuracy of financial or transactional data.,4.A.2.a.2.I01.D09,6.40165048631409,Verify accuracy of financial or transactional data.,4.A.2.a.2.I01.D09,3.70605263157895,Verify accuracy of financial or transactional data.,4.A.2.a.2.I01.D09,Verify,0.593445527015058,0.644818423383525,0.728963684676705,0.553587245349867,Not Community,Others
4.A.2.a.2.I02.D01,0.00585434392319101,0.0131928461514583,0,0.00287581806753243,0.00297852585565858,Sort mail.,4.A.2.a.2.I02.D01,6.09911613700207,Sort mail.,4.A.2.a.2.I02.D01,3.3508064516129,Sort mail.,4.A.2.a.2.I02.D01,Sort,0.278122232063773,0.497785651018601,0.270150575730735,0.262178919397697,Not Community,Others
4.A.2.a.2.I02.D04,0.00451914267755095,0.00410197737482317,0.00164332461001853,0,0.00287581806753242,Sort forestry or agricultural materials.,4.A.2.a.2.I02.D04,5.46381450679061,Sort forestry or agricultural materials.,4.A.2.a.2.I02.D04,3.14833333333333,Sort forestry or agricultural materials.,4.A.2.a.2.I02.D04,Sort,0.224977856510186,0.298494242692648,0.116031886625332,0.00974313551815766,Not Community,Others
4.A.2.a.2.I02.D06,0.00595705171131717,0.00687358370916315,0.001951447974397,0.001951447974397,0.00205415576252316,Sort materials or products.,4.A.2.a.2.I02.D06,5.99268641776432,Sort materials or products.,4.A.2.a.2.I02.D06,3.12833333333333,Sort materials or products.,4.A.2.a.2.I02.D06,Sort,0.282550930026572,0.382639503985828,0.105403011514615,0.215234720992028,Not Community,Others
4.A.2.a.2.I03.D01,0.0173576161933207,0.0494454570046253,0.00554622055881253,0.00667600622820027,0.0051353894063079,Compile operational data.,4.A.2.a.2.I03.D01,6.49692513034888,Compile operational data.,4.A.2.a.2.I03.D01,3.46421052631579,Compile operational data.,4.A.2.a.2.I03.D01,Compile,0.533215234720992,0.744021257750221,0.401240035429584,0.70859167404783,Not Community,Others
4.A.2.a.2.I03.D02,0.679514726242662,0.184145524853548,0.265602340094245,0.398506217929493,0.0154061682189237,Compile technical information or documentation.,4.A.2.a.2.I03.D02,6.37796289176972,Compile technical information or documentation.,4.A.2.a.2.I03.D02,3.52045454545455,Compile technical information or documentation.,4.A.2.a.2.I03.D02,Compile,0.973427812223206,0.896368467670505,0.483613817537644,0.511071744906997,Not Community,Others
4.A.2.a.2.I03.D03,0.408263457801478,0.358424131156846,0.201204556939144,0.175938441060109,0.0311204598022259,Compile data or documentation.,4.A.2.a.2.I03.D03,6.44982864595744,Compile data or documentation.,4.A.2.a.2.I03.D03,3.44811688311688,Compile data or documentation.,4.A.2.a.2.I03.D03,Compile,0.951284322409212,0.946855624446413,0.377325066430469,0.640389725420726,Not Community,Others
4.A.2.a.2.I03.D04,0.0836041395346926,0.0496671855113725,0.0405695763098324,0.0393370828523185,0.00369748037254169,Compile specialized bibliographies or lists of materials.,4.A.2.a.2.I03.D04,6.58274325315876,Compile specialized bibliographies or lists of materials.,4.A.2.a.2.I03.D04,3.0884126984127,Compile specialized bibliographies or lists of materials.,4.A.2.a.2.I03.D04,Compile,0.811337466784765,0.744906997342781,0.0673162090345439,0.87511071744907,Not Community,Others
4.A.2.a.2.I03.D05,0.00698412959257875,0.00609753393554796,0,0.00431372710129864,0.00267040249128011,Compile environmental or climatological data.,4.A.2.a.2.I03.D05,6.44114707274448,Compile environmental or climatological data.,4.A.2.a.2.I03.D05,3.25666666666667,Compile environmental or climatological data.,4.A.2.a.2.I03.D05,Compile,0.314437555358725,0.359610274579274,0.180690876882197,0.62533215234721,Not Community,Others
4.A.2.a.2.I03.D06,0.0985994766011117,0.123059321244695,0.0352287713272722,0.0547432510712422,0.00862745420259728,Compile geographic or related data.,4.A.2.a.2.I03.D06,6.38273842951591,Compile geographic or related data.,4.A.2.a.2.I03.D06,3.28363636363636,Compile geographic or related data.,4.A.2.a.2.I03.D06,Compile,0.838795394154119,0.865367581930912,0.199291408325952,0.522586359610275,Not Community,Others
4.A.2.a.2.I04.D01,0.00944911650760654,0.0194012443403799,0,0.00184874018627084,0.0076003763213357,Reconcile records of sales or other financial transactions.,4.A.2.a.2.I04.D01,6.30377687441189,Reconcile records of sales or other financial transactions.,4.A.2.a.2.I04.D01,3.57117647058824,Reconcile records of sales or other financial transactions.,4.A.2.a.2.I04.D01,Reconcile,0.369353410097431,0.565101860053144,0.565987599645704,0.41541186891054,Not Community,Others
4.A.2.a.2.I04.D03,0.00328664922003706,0.00243901357421918,0.00184874018627084,0,0.00143790903376621,Prepare cash for deposit or disbursement.,4.A.2.a.2.I04.D03,6.24893859520703,Prepare cash for deposit or disbursement.,4.A.2.a.2.I04.D03,3.8675,Prepare cash for deposit or disbursement.,4.A.2.a.2.I04.D03,Prepare,0.169176262178919,0.234720992028344,0.870682019486271,0.367581930912312,Not Community,Others
4.A.2.a.2.I05.D01,0.0336881545053798,0.0578711402610188,0.00421101931317248,0.0272175638534319,0.00225957133877548,Examine personal documentation to ensure that it is valid.,4.A.2.a.2.I05.D01,5.82043632881272,Examine personal documentation to ensure that it is valid.,4.A.2.a.2.I05.D01,4.184,Examine personal documentation to ensure that it is valid.,4.A.2.a.2.I05.D01,Examine,0.661647475642161,0.772364924712135,0.953055801594331,0.147918511957485,Not Community,Others
4.A.2.a.2.I05.D03,0.0148926292782929,0.00365852036132877,0.00369748037254169,0.00770308410946185,0.00349206479628937,Verify application data to determine program eligibility.,4.A.2.a.2.I05.D03,6.54688830339881,Verify application data to determine program eligibility.,4.A.2.a.2.I05.D03,3.504,Verify application data to determine program eligibility.,4.A.2.a.2.I05.D03,Verify,0.494242692648361,0.283436669619132,0.454384410983171,0.812223206377325,Not Community,Others
4.A.2.a.2.I05.D04,0.00154061682189237,0,0,0,0.00154061682189237,Verify accuracy of patient information.,4.A.2.a.2.I05.D04,6.08333818931974,Verify accuracy of patient information.,4.A.2.a.2.I05.D04,4.32142857142857,Verify accuracy of patient information.,4.A.2.a.2.I05.D04,Verify,0.0150575730735164,0.163861824623561,0.978742249778565,0.25155004428698,Not Community,Others
4.A.2.a.3.I01.D01,0.00256769470315395,0.0202881583673687,0,0,0.00256769470315395,Examine marketing materials to ensure compliance with policies or regulations.,4.A.2.a.3.I01.D01,6.63794833759217,Examine marketing materials to ensure compliance with policies or regulations.,4.A.2.a.3.I01.D01,3.54083333333333,Examine marketing materials to ensure compliance with policies or regulations.,4.A.2.a.3.I01.D01,Examine,0.127546501328609,0.573959255978742,0.522586359610275,0.947741364038973,Not Community,Others
